"","V1","V2","V3","V4","total"
"2656","2021",7,"12","@hallebailey",25856
"2657","2021",7,"12","@lamkanahraf",12281
"2658","2021",7,"12","@armandhani",11834
"2659","2021",7,"12","@drericding",11824
"2660","2021",7,"12","@faheemyounus",11793
"2661","2021",7,"13","@kkmputrajaya",29838
"2662","2021",7,"13","@teeniibiomic",26115
"2663","2021",7,"13","@kaofang",23790
"2664","2021",7,"13","@aeshlynn",18563
"2665","2021",7,"13","@redzuannewsmpb",15147
"2666","2021",7,"14","@e7npiefvsdk1w6r",39117
"2667","2021",7,"14","@pongnawat",27739
"2668","2021",7,"14","@kkmputrajaya",18408
"2669","2021",7,"14","@craigaspencer",11756
"2670","2021",7,"14","@faheemyounus",10823
"2671","2021",7,"15","@kkmputrajaya",25666
"2672","2021",7,"15","@syedsaddiq",21605
"2673","2021",7,"15","@potus",19774
"2674","2021",7,"15","@lledrook",19583
"2675","2021",7,"15","@drericding",16783
"2676","2021",7,"16","@doctoroxford",18020
"2677","2021",7,"16","@kkmputrajaya",17163
"2678","2021",7,"16","@treasuremembers",15163
"2679","2021",7,"16","@dghisham",13502
"2680","2021",7,"16","@lledrook",12445
"2681","2021",7,"17","@omega3plus11",15486
"2682","2021",7,"17","@tpagon",14123
"2683","2021",7,"17","@i27ss",11241
"2684","2021",7,"17","@peepzii",10162
"2685","2021",7,"17","@kkmputrajaya",7210
"2686","2021",7,"18","@eakarattkn",49264
"2687","2021",7,"18","@lilcec1",18624
"2688","2021",7,"18","@btstwt",18101
"2689","2021",7,"18","@byarena",17571
"2690","2021",7,"18","@cookyris",16388
"2691","2021",7,"19","@starbuckonly",25232
"2692","2021",7,"19","@kassieepstein",18471
"2693","2021",7,"19","@humangiri",6311
"2694","2021",7,"19","@jkirk",5442
"2695","2021",7,"19","@drericding",5021
"2696","2021",7,"20","@maukungung",25570
"2697","2021",7,"20","@randpaul",24812
"2698","2021",7,"20","@barvbarbis",16120
"2699","2021",7,"20","@mrsantruay",14935
"2700","2021",7,"20","@realcandaceo",14923
"2701","2021",7,"21","@jennontherocks",20617
"2702","2021",7,"21","@heavenlygrandpa",19957
"2703","2021",7,"21","@maukungung",18501
"2704","2021",7,"21","@joycewhitevance",18101
"2705","2021",7,"21","@realcandaceo",17673
"2706","2021",7,"22","@heavenlygrandpa",19419
"2707","2021",7,"22","@tompelissero",16802
"2708","2021",7,"22","@drtedros",15850
"2709","2021",7,"22","@mtgreenee",15553
"2710","2021",7,"22","@btstwt",14525
"2711","2021",7,"23","@icrc",30548
"2712","2021",7,"23","@emresus",24000
"2713","2021",7,"23","@kkmputrajaya",21149
"2714","2021",7,"23","@bocxtop",14826
"2715","2021",7,"23","@disclosetv",11884
"2716","2021",7,"24","@rockintunesman",44179
"2717","2021",7,"24","@mersadeselisee",25791
"2718","2021",7,"24","@emresus",20311
"2719","2021",7,"24","@kkmputrajaya",16409
"2720","2021",7,"24","@steveschmidtses",16079
"2721","2021",7,"25","@kkmputrajaya",30300
"2722","2021",7,"25","@auustr",19555
"2723","2021",7,"25","@jaesofamous",17378
"2724","2021",7,"25","@mersadeselisee",15421
"2725","2021",7,"25","@sajidjavid",14510
"2726","2021",7,"26","@tweetatok",25604
"2727","2021",7,"26","@georgetakei",21205
"2728","2021",7,"26","@jaybumaom",18969
"2729","2021",7,"26","@cubacooperaven",16819
"2730","2021",7,"26","@jaesofamous",16520
"2731","2021",7,"27","@locationunkn0wn",30951
"2732","2021",7,"27","@drericding",21742
"2733","2021",7,"27","@cdcgov",18857
"2734","2021",7,"27","@kkmputrajaya",14305
"2735","2021",7,"27","@qcupid",13363
"2736","2021",7,"28","@peoplescourt79",22788
"2737","2021",7,"28","@cdcgov",19417
"2738","2021",7,"28","@manopsi",17365
"2739","2021",7,"28","@udawat",16964
"2740","2021",7,"28","@jaowrites",15304
"2741","2021",7,"29","@quintel",19956
"2742","2021",7,"29","@fadedinmylastty",12225
"2743","2021",7,"29","@rbreich",7003
"2744","2021",7,"29","@manopsi",6245
"2745","2021",7,"29","@disclosetv",6043
"2746","2021",7,"30","@jackposobiec",37379
"2747","2021",7,"30","@potus",28780
"2748","2021",7,"30","@poppyminp",22772
"2749","2021",7,"30","@cdcgov",20947
"2750","2021",7,"30","@drericding",17247
"2751","2021",7,"31","@wtfjummy",30493
"2752","2021",7,"31","@trademarkjuice",24324
"2753","2021",7,"31","@lindsaytuchman",20410
"2754","2021",7,"31","@petrogustavo",16984
"2755","2021",7,"31","@avrahamcoopermd",12232
"2756","2021",8,"1","@imageswift13",25921
"2757","2021",8,"1","@nkhaosod",24898
"2758","2021",8,"1","@sherryppt",18330
"2759","2021",8,"1","@arianagrande",17854
"2760","2021",8,"1","@jaketapper",16509
"2761","2021",8,"2","@potus",24099
"2762","2021",8,"2","@patheneuro",23587
"2763","2021",8,"2","@lauramiers",21243
"2764","2021",8,"2","@compactm1ni",19093
"2765","2021",8,"2","@maetubtimgrob",18573
"2766","2021",8,"3","@nnnancccy",25703
"2767","2021",8,"3","@nikkifried",23645
"2768","2021",8,"3","@yein654",20841
"2769","2021",8,"3","@potus",19761
"2770","2021",8,"3","@ioryhamon",15707
"2771","2021",8,"4","@orthofl",48119
"2772","2021",8,"4","@raphaelviicente",28069
"2773","2021",8,"4","@nuffsaidny",26795
"2774","2021",8,"4","@saijaii",21186
"2775","2021",8,"4","@potus",20298
"2776","2021",8,"5","@govrondesantis",24200
"2777","2021",8,"5","@drericding",23946
"2778","2021",8,"5","@kkmputrajaya",19995
"2779","2021",8,"5","@nuffsaidny",17779
"2780","2021",8,"5","@cdcgov",17370
"2781","2021",8,"6","@itsnickfam",18925
"2782","2021",8,"6","@govrondesantis",15390
"2783","2021",8,"6","@cdcgov",14607
"2784","2021",8,"6","@thespicequeen",14089
"2785","2021",8,"6","@poeticj59274248",13886
"2786","2021",8,"7","@heyjessgray",24071
"2787","2021",8,"7","@processic",20388
"2788","2021",8,"7","@govrondesantis",16923
"2789","2021",8,"7","@kylegriffin1",16472
"2790","2021",8,"7","@crberginmd",14504
"2791","2021",8,"8","@occupydemocrats",25732
"2792","2021",8,"8","@isicalynn",20783
"2793","2021",8,"8","@jakelobin",16321
"2794","2021",8,"8","@realcandaceo",15613
"2795","2021",8,"8","@heyjessgray",13795
"2796","2021",8,"9","@brian2grimey",35695
"2797","2021",8,"9","@sebgorka",30716
"2798","2021",8,"9","@iamajak",27352
"2799","2021",8,"9","@allisonlcarter",25575
"2800","2021",8,"9","@nadiasani",22601
"2801","2021",8,"10","@brian2grimey",52402
"2802","2021",8,"10","@sebgorka",27337
"2803","2021",8,"10","@catturd2",23421
"2804","2021",8,"10","@realcandaceo",18574
"2805","2021",8,"10","@jimjordan",15404
"2806","2021",8,"11","@taratesoro",36039
"2807","2021",8,"11","@taufiqhanafi91",21696
"2808","2021",8,"11","@occupydemocrats",21114
"2809","2021",8,"11","@tundeolaniran",18750
"2810","2021",8,"11","@ajvictorymd",17686
"2811","2021",8,"12","@youdoingtoomuch",29106
"2812","2021",8,"12","@drbriansteixner",26107
"2813","2021",8,"12","@kylegriffin1",22687
"2814","2021",8,"12","@valkats",21475
"2815","2021",8,"12","@jackposobiec",20373
"2816","2021",8,"13","@kylegriffin1",21886
"2817","2021",8,"13","@gavinnewsom",18594
"2818","2021",8,"13","@cubacooperaven",16868
"2819","2021",8,"13","@moisturizednerd",15557
"2820","2021",8,"13","@joebiden",15408
"2821","2021",8,"14","@grosdoriane",11699
"2822","2021",8,"14","@nongbuahup",9639
"2823","2021",8,"14","@kylegriffin1",9443
"2824","2021",8,"14","@gladysb",9068
"2825","2021",8,"14","@joeblack317",8651
"2826","2021",8,"15","@disxpix",13032
"2827","2021",8,"15","@thegentledyke",12554
"2828","2021",8,"15","@kylegriffin1",12533
"2829","2021",8,"15","@booksfightback",12304
"2830","2021",8,"15","@nursesheepie",12071
"2831","2021",8,"16","@vitariesocks",25543
"2832","2021",8,"16","@stynalane",13060
"2833","2021",8,"16","@draensaari",12901
"2834","2021",8,"16","@mmpadellan",10180
"2835","2021",8,"16","@hausofhilton",8348
"2836","2021",8,"17","@kylegriffin1",20164
"2837","2021",8,"17","@gregabbotttx",14632
"2838","2021",8,"17","@occupydemocrats",13525
"2839","2021",8,"17","@travisakers",10763
"2840","2021",8,"17","@drtomfrieden",10631
"2841","2021",8,"18","@occupydemocrats",31202
"2842","2021",8,"18","@noliewithbtc",25798
"2843","2021",8,"18","@gregabbotttx",24379
"2844","2021",8,"18","@kylegriffin1",23941
"2845","2021",8,"18","@vinguptamd",23730
"2846","2021",8,"19","@potus",28697
"2847","2021",8,"19","@dghisham",27448
"2848","2021",8,"19","@samdylanfinch",24521
"2849","2021",8,"19","@danrather",21874
"2850","2021",8,"19","@poppyminp",18735
"2851","2021",8,"20","@incandescent",25630
"2852","2021",8,"20","@rwmalonemd",18524
"2853","2021",8,"20","@sabrinaamorenoo",17090
"2854","2021",8,"20","@facuortyz",14802
"2855","2021",8,"20","@drericding",14675
"2856","2021",8,"21","@puffiya",24554
"2857","2021",8,"21","@usfda",21502
"2858","2021",8,"21","@occupydemocrats",16650
"2859","2021",8,"21","@drericding",15758
"2860","2021",8,"21","@knoppryan",15495
"2861","2021",8,"22","@cnn",21224
"2862","2021",8,"22","@kicchasudeep",20828
"2863","2021",8,"22","@usfda",19151
"2864","2021",8,"22","@donwinslow",18796
"2865","2021",8,"22","@rwmalonemd",18240
"2866","2021",8,"23","@usfda",57824
"2867","2021",8,"23","@meelztv",32283
"2868","2021",8,"23","@rwmalonemd",22870
"2869","2021",8,"23","@drmeowza",13158
"2870","2021",8,"23","@kylegriffin1",12863
"2871","2021",8,"24","@blendben",58776
"2872","2021",8,"24","@misterchoux",36877
"2873","2021",8,"24","@theagathah",30990
"2874","2021",8,"24","@pompomcoffee",22933
"2875","2021",8,"24","@janigee",22552
"2876","2021",8,"25","@juptrcalls",17058
"2877","2021",8,"25","@chrissydee",14990
"2878","2021",8,"25","@theagathah",8903
"2879","2021",8,"25","@eljorrgguod",7249
"2880","2021",8,"25","@msuppasit",6975
"2881","2021",8,"26","@rwmalonemd",19247
"2882","2021",8,"26","@yakkinrotee",18298
"2883","2021",8,"26","@joannamont",17181
"2884","2021",8,"26","@dykejones69",14431
"2885","2021",8,"26","@disclosetv",13803
"2886","2021",8,"27","@occupydemocrats",35519
"2887","2021",8,"27","@realcandaceo",23786
"2888","2021",8,"27","@petersweden7",19530
"2889","2021",8,"27","@rwmalonemd",17451
"2890","2021",8,"27","@jennafortruth",17029
"2891","2021",8,"28","@occupydemocrats",20227
"2892","2021",8,"28","@sosocialism",19371
"2893","2021",8,"28","@maryltrump",17720
"2894","2021",8,"28","@rwmalonemd",16663
"2895","2021",8,"28","@jamiemenno",16337
"2896","2021",8,"29","@occupydemocrats",24147
"2897","2021",8,"29","@letstalklegal",20781
"2898","2021",8,"29","@ronfilipkowski",20751
"2899","2021",8,"29","@drericding",17346
"2900","2021",8,"29","@mikedon",16100
"2901","2021",8,"30","@drericding",36812
"2902","2021",8,"30","@kylegriffin1",17860
"2903","2021",8,"30","@occupydemocrats",16895
"2904","2021",8,"30","@disclosetv",16467
"2905","2021",8,"30","@randpaul",11948
"2906","2021",8,"31","@linbea945",22824
"2907","2021",8,"31","@sportsjimshow",20448
"2908","2021",8,"31","@meidastouch",19039
"2909","2021",8,"31","@randpaul",14168
"2910","2021",8,"31","@zornitsaxx",12199
"2911","2021",9,"1","@jideukie",28107
"2912","2021",9,"1","@adrianxpression",25108
"2913","2021",9,"1","@rwmalonemd",23953
"2914","2021",9,"1","@yokekung",22531
"2915","2021",9,"1","@clarajeffery",18059
"2916","2021",9,"2","@realcandaceo",55532
"2917","2021",9,"2","@khairykj",36690
"2918","2021",9,"2","@rwmalonemd",28879
"2919","2021",9,"2","@jideukie",25002
"2920","2021",9,"2","@zackbornstein",21817
"2921","2021",9,"3","@rwmalonemd",14989
"2922","2021",9,"3","@realcandaceo",14564
"2923","2021",9,"3","@occupydemocrats",13502
"2924","2021",9,"3","@drsimonegold",12519
"2925","2021",9,"3","@georgetakei",10977
"2926","2021",9,"4","@drericding",12876
"2927","2021",9,"4","@catturd2",12834
"2928","2021",9,"4","@occupydemocrats",9886
"2929","2021",9,"4","@sleepisocialist",9754
"2930","2021",9,"4","@mikito777",9421
"2931","2021",9,"5","@whatkaysays",21850
"2932","2021",9,"5","@prematurenecro",20065
"2933","2021",9,"5","@drericding",12355
"2934","2021",9,"5","@rwmalonemd",11897
"2935","2021",9,"5","@partisangirl",11138
"2936","2021",9,"6","@ashleysweitz",13736
"2937","2021",9,"6","@lmnhzd",12710
"2938","2021",9,"6","@marcusrashford",10665
"2939","2021",9,"6","@jakelobin",10088
"2940","2021",9,"6","@fphilippot",8889
"2941","2021",9,"7","@rhebright",22750
"2942","2021",9,"7","@neosborn",16712
"2943","2021",9,"7","@randpaul",12708
"2944","2021",9,"7","@mmpadellan",9853
"2945","2021",9,"7","@jackposobiec",9189
"2946","2021",9,"8","@jakeesther",25593
"2947","2021",9,"8","@poketget",16774
"2948","2021",9,"8","@mmpadellan",16259
"2949","2021",9,"8","@doomh0und",14776
"2950","2021",9,"8","@bethbourdon",13069
"2951","2021",9,"9","@potus",30015
"2952","2021",9,"9","@jackposobiec",24514
"2953","2021",9,"9","@datingdecisions",24313
"2954","2021",9,"9","@tallsomelee",22381
"2955","2021",9,"9","@catturd2",17589
"2956","2021",9,"10","@potus",59858
"2957","2021",9,"10","@stephenking",23327
"2958","2021",9,"10","@joebiden",22108
"2959","2021",9,"10","@robtgibbs",20983
"2960","2021",9,"10","@mmpadellan",19432
"2961","2021",9,"11","@julianem33",30451
"2962","2021",9,"11","@jakeesther",22839
"2963","2021",9,"11","@trixieaaang",22115
"2964","2021",9,"11","@nicolerusso",22039
"2965","2021",9,"11","@potus",21834
"2966","2021",9,"12","@rwmalonemd",23437
"2967","2021",9,"12","@risutoinu",22594
"2968","2021",9,"12","@trixieaaang",13856
"2969","2021",9,"12","@kylegriffin1",11356
"2970","2021",9,"12","@drericding",10509
"2971","2021",9,"13","@nickiminaj",25525
"2972","2021",9,"13","@iamjasonbailey",24714
"2973","2021",9,"13","@disclosetv",23849
"2974","2021",9,"13","@stephenking",14621
"2975","2021",9,"13","@kemz876",14204
"2976","2021",9,"14","@nickiminaj",49158
"2977","2021",9,"14","@disclosetv",18637
"2978","2021",9,"14","@janigee",15051
"2979","2021",9,"14","@janicedean",14933
"2980","2021",9,"14","@wokaldistance",14036
"2981","2021",9,"15","@jenniemandu1",17334
"2982","2021",9,"15","@nickiminaj",15961
"2983","2021",9,"15","@occupydemocrats",12990
"2984","2021",9,"15","@cheldiokno",12517
"2985","2021",9,"15","@clitsanddoobies",12295
"2986","2021",9,"16","@nickiminaj",22288
"2987","2021",9,"16","@govrondesantis",15815
"2988","2021",9,"16","@occupydemocrats",15591
"2989","2021",9,"16","@enhypenmembers",14761
"2990","2021",9,"16","@potus",14405
"2991","2021",9,"17","@govrondesantis",24223
"2992","2021",9,"17","@mmpadellan",22968
"2993","2021",9,"17","@donwinslow",22136
"2994","2021",9,"17","@brianlenzkes",18398
"2995","2021",9,"17","@narendramodi",17251
"2996","2021",9,"18","@narendramodi",19985
"2997","2021",9,"18","@rwmalonemd",16504
"2998","2021",9,"18","@alxndraisms",12267
"2999","2021",9,"18","@jordanbpeterson",12150
"3000","2021",9,"18","@btstwt",10583
"3001","2021",9,"19","@occupydemocrats",27854
"3002","2021",9,"19","@btsislifeduh",17051
"3003","2021",9,"19","@123itsmemary",16552
"3004","2021",9,"19","@rwmalonemd",15965
"3005","2021",9,"19","@chrisrock",14663
"3006","2021",9,"20","@unicef",65881
"3007","2021",9,"20","@btstwt",56703
"3008","2021",9,"20","@airaaa",55726
"3009","2021",9,"20","@unnewscentre",30234
"3010","2021",9,"20","@un",23225
"3011","2021",9,"21","@hhsgov",53988
"3012","2021",9,"21","@btstwt",18887
"3013","2021",9,"21","@unicef",12873
"3014","2021",9,"21","@un",11165
"3015","2021",9,"21","@occupydemocrats",11100
"3016","2021",9,"22","@potus",23400
"3017","2021",9,"22","@petersweden7",21493
"3018","2021",9,"22","@drericding",18491
"3019","2021",9,"22","@familyguyonfox",16873
"3020","2021",9,"22","@marianospinass1",16526
"3021","2021",9,"23","@petersweden7",29641
"3022","2021",9,"23","@rwmalonemd",19371
"3023","2021",9,"23","@ashishkjha",18481
"3024","2021",9,"23","@disclosetv",16654
"3025","2021",9,"23","@potus",13872
"3026","2021",9,"24","@gma",95853
"3027","2021",9,"24","@jujuchangabc",48692
"3028","2021",9,"24","@btsbighit",45460
"3029","2021",9,"24","@petersweden7",26906
"3030","2021",9,"24","@potus",23833
"3031","2021",9,"25","@petersweden7",34459
"3032","2021",9,"25","@krysose",28181
"3033","2021",9,"25","@gma",18727
"3034","2021",9,"25","@jessicaflres",18528
"3035","2021",9,"25","@rwmalonemd",15445
"3036","2021",9,"26","@rwmalonemd",21308
"3037","2021",9,"26","@petersweden7",18502
"3038","2021",9,"26","@jessicaflres",12208
"3039","2021",9,"26","@drericding",10789
"3040","2021",9,"26","@occupydemocrats",9860
"3041","2021",9,"27","@rwmalonemd",22511
"3042","2021",9,"27","@nopename",17025
"3043","2021",9,"27","@potus",15173
"3044","2021",9,"27","@jackposobiec",14249
"3045","2021",9,"27","@drericding",9502
"3046","2021",9,"28","@occupydemocrats",26316
"3047","2021",9,"28","@summerbrennan",18647
"3048","2021",9,"28","@jackposobiec",14827
"3049","2021",9,"28","@rwmalonemd",13351
"3050","2021",9,"28","@scorpiofourth",12010
"3051","2021",9,"29","@rwmalonemd",22161
"3052","2021",9,"29","@scorpiofourth",16741
"3053","2021",9,"29","@summerbrennan",15757
"3054","2021",9,"29","@petersweden7",15008
"3055","2021",9,"29","@occupydemocrats",14731
"3056","2021",9,"30","@btstwt",23279
"3057","2021",9,"30","@coldplay",20373
"3058","2021",9,"30","@choibts2",20095
"3059","2021",9,"30","@petersweden7",16995
"3060","2021",9,"30","@bambiessa",16490
"3061","2021",10,"1","@garysheffieldjr",8233
"3062","2021",10,"1","@drericding",7818
"3063","2021",10,"1","@kylegriffin1",6894
"3064","2021",10,"1","@reuters",6170
"3065","2021",10,"1","@ap",6050
"3066","2021",10,"2","@poemsnpatron",9137
"3067","2021",10,"2","@occupydemocrats",7285
"3068","2021",10,"2","@rwmalonemd",7065
"3069","2021",10,"2","@govrondesantis",6222
"3070","2021",10,"2","@garysheffieldjr",6209
"3071","2021",10,"3","@rwmalonemd",10240
"3072","2021",10,"3","@occupydemocrats",6223
"3073","2021",10,"3","@nurindanisha",6113
"3074","2021",10,"3","@lizwheeler",5881
"3075","2021",10,"3","@petersweden7",5857
"3076","2021",10,"4","@rwmalonemd",8172
"3077","2021",10,"4","@joeborellinyc",6383
"3078","2021",10,"4","@ashishkjha",5940
"3079","2021",10,"4","@jackposobiec",4889
"3080","2021",10,"4","@ke11ybender",4857
"3081","2021",10,"5","@pfizer",21070
"3082","2021",10,"5","@ygentofficial",20795
"3083","2021",10,"5","@petersweden7",10621
"3084","2021",10,"5","@osakacoronav",10494
"3085","2021",10,"5","@roseareyes1",6361
"3086","2021",10,"6","@filmthepolicela",23031
"3087","2021",10,"6","@sofistadium",12019
"3088","2021",10,"6","@occupydemocrats",8499
"3089","2021",10,"6","@nytimes",8454
"3090","2021",10,"6","@rwmalonemd",7881
"3091","2021",10,"7","@barbiesope",17436
"3092","2021",10,"7","@refreshmintia",12172
"3093","2021",10,"7","@realcandaceo",9934
"3094","2021",10,"7","@wanderwaii",8646
"3095","2021",10,"7","@filmthepolicela",8213
"3096","2021",10,"8","@rwmalonemd",8190
"3097","2021",10,"8","@sjs856",6819
"3098","2021",10,"8","@realcandaceo",5336
"3099","2021",10,"8","@occupydemocrats",5252
"3100","2021",10,"8","@drericding",5098
"3101","2021",10,"9","@rwmalonemd",31925
"3102","2021",10,"9","@gluboco",14630
"3103","2021",10,"9","@electionwiz",14594
"3104","2021",10,"9","@petersweden7",13129
"3105","2021",10,"9","@drericding",10836
"3106","2021",10,"10","@rwmalonemd",8067
"3107","2021",10,"10","@occupydemocrats",6053
"3108","2021",10,"10","@petersweden7",4834
"3109","2021",10,"10","@libsoftiktok",4826
"3110","2021",10,"10","@electionwiz",4452
"3111","2021",10,"11","@rwmalonemd",23842
"3112","2021",10,"11","@jackposobiec",15407
"3113","2021",10,"11","@southwestair",13280
"3114","2021",10,"11","@petersweden7",11743
"3115","2021",10,"11","@drsimonegold",10201
"3116","2021",10,"12","@jackposobiec",26155
"3117","2021",10,"12","@occupydemocrats",20665
"3118","2021",10,"12","@jacksonwang852",19365
"3119","2021",10,"12","@panthepack",19320
"3120","2021",10,"12","@kandel",18479
"3121","2021",10,"13","@jackposobiec",18339
"3122","2021",10,"13","@jimjordan",11448
"3123","2021",10,"13","@idaskibenes",10725
"3124","2021",10,"13","@occupydemocrats",10468
"3125","2021",10,"13","@petersweden7",9452
"3126","2021",10,"14","@potus",16336
"3127","2021",10,"14","@claytravis",16039
"3128","2021",10,"14","@joerogan",15224
"3129","2021",10,"14","@drsanjaygupta",13220
"3130","2021",10,"14","@refreshmintia",12733
"3131","2021",10,"15","@potus",17294
"3132","2021",10,"15","@chuckcallesto",14845
"3133","2021",10,"15","@petersweden7",14202
"3134","2021",10,"15","@joerogan",10101
"3135","2021",10,"15","@dgurdasani1",10094
"3136","2021",10,"16","@petersweden7",13236
"3137","2021",10,"16","@jackposobiec",10534
"3138","2021",10,"16","@disclosetv",10189
"3139","2021",10,"16","@lizwheeler",8592
"3140","2021",10,"16","@jacobcabe",8322
"3141","2021",10,"17","@petersweden7",18076
"3142","2021",10,"17","@delta",16270
"3143","2021",10,"17","@pcaradusa1",9798
"3144","2021",10,"17","@realcandaceo",8662
"3145","2021",10,"17","@haramaininfo",7736
"3146","2021",10,"18","@mohanadelshieky",34218
"3147","2021",10,"18","@tedcruz",14916
"3148","2021",10,"18","@nytimes",14818
"3149","2021",10,"18","@jujuliagrace",13695
"3150","2021",10,"18","@petersweden7",13463
"3151","2021",10,"19","@occupydemocrats",18941
"3152","2021",10,"19","@pedodelaracroft",15741
"3153","2021",10,"19","@codekungz",12869
"3154","2021",10,"19","@disclosetv",11414
"3155","2021",10,"19","@realcandaceo",10841
"3156","2021",10,"20","@doctoroxford",18099
"3157","2021",10,"20","@sajidjavid",16142
"3158","2021",10,"20","@fkabudu",11618
"3159","2021",10,"20","@chuckcallesto",11570
"3160","2021",10,"20","@occupydemocrats",10753
"3161","2021",10,"21","@narendramodi",40827
"3162","2021",10,"21","@randpaul",38693
"3163","2021",10,"21","@rwmalonemd",14384
"3164","2021",10,"21","@sajidjavid",12645
"3165","2021",10,"21","@irijackwaiten",12279
"3166","2021",10,"22","@narendramodi",34491
"3167","2021",10,"22","@emeraldrobinson",17350
"3168","2021",10,"22","@drsyedhaider",11734
"3169","2021",10,"22","@drericding",11274
"3170","2021",10,"22","@govrondesantis",9452
"3171","2021",10,"23","@narendramodi",13630
"3172","2021",10,"23","@fatouoficial",12943
"3173","2021",10,"23","@rwmalonemd",11447
"3174","2021",10,"23","@gluboco",7061
"3175","2021",10,"23","@thefineassbarb",6834
"3176","2021",10,"24","@joerogan",5893
"3177","2021",10,"24","@ggreenwald",4777
"3178","2021",10,"24","@thefineassbarb",3239
"3179","2021",10,"24","@narendramodi",3028
"3180","2021",10,"24","@timrunshismouth",2390
"3181","2021",10,"25","@abcdrih",25740
"3182","2021",10,"25","@sasyity",20442
"3183","2021",10,"25","@199s",16964
"3184","2021",10,"25","@govrondesantis",15336
"3185","2021",10,"25","@petersweden7",11995
"3186","2021",10,"26","@coolkidneverhot",30289
"3187","2021",10,"26","@govmurphy",22180
"3188","2021",10,"26","@emeraldrobinson",15451
"3189","2021",10,"26","@govrondesantis",12346
"3190","2021",10,"26","@ericspracklen",11198
"3191","2021",10,"27","@coolkidneverhot",24779
"3192","2021",10,"27","@rwmalonemd",17557
"3193","2021",10,"27","@drdavidsamadi",10894
"3194","2021",10,"27","@occupydemocrats",10408
"3195","2021",10,"27","@abibofficial",9460
"3196","2021",10,"28","@tabaparanagi",37869
"3197","2021",10,"28","@kahonoii",15764
"3198","2021",10,"28","@katherinenola",14617
"3199","2021",10,"28","@govrondesantis",12694
"3200","2021",10,"28","@lizwheeler",12259
"3201","2021",10,"29","@abibofficial",10680
"3202","2021",10,"29","@rwmalonemd",8272
"3203","2021",10,"29","@offclastro",4621
"3204","2021",10,"29","@govrondesantis",4396
"3205","2021",10,"29","@tabaparanagi",3576
"3206","2021",10,"30","@govrondesantis",9931
"3207","2021",10,"30","@trejames",8997
"3208","2021",10,"30","@coronafutbol",7747
"3209","2021",10,"30","@aginnt",7524
"3210","2021",10,"30","@fantagiomusic",7455
"3211","2021",11,"1","@billboardcharts",12635
"3212","2021",11,"1","@lanadelrey",12629
"3213","2021",11,"1","@tristansnell",12498
"3214","2021",11,"1","@pledis17",12413
"3215","2021",11,"1","@btstwt",11798
"3216","2021",11,"2","@doctoroxford",25059
"3217","2021",11,"2","@rwmalonemd",17224
"3218","2021",11,"2","@manopsi",10758
"3219","2021",11,"2","@jujuliagrace",9875
"3220","2021",11,"2","@disclosetv",9484
"3221","2021",11,"3","@itslinzzzz",41300
"3222","2021",11,"3","@offclastro",16631
"3223","2021",11,"3","@rwmalonemd",13074
"3224","2021",11,"3","@who",12523
"3225","2021",11,"3","@bmjlatest",11969
"3226","2021",11,"4","@marinapurkiss",16006
"3227","2021",11,"4","@rwmalonemd",13391
"3228","2021",11,"4","@potus",12111
"3229","2021",11,"4","@itslinzzzz",10806
"3230","2021",11,"4","@randpaul",10560
"3231","2021",11,"5","@rwmalonemd",19882
"3232","2021",11,"5","@realcandaceo",13793
"3233","2021",11,"5","@notandnam",11489
"3234","2021",11,"5","@ginacarano",9159
"3235","2021",11,"5","@claytravis",8171
"3236","2021",11,"6","@btstwt",13677
"3237","2021",11,"6","@rwmalonemd",12581
"3238","2021",11,"6","@ohitslex",12153
"3239","2021",11,"6","@drsimonegold",10612
"3240","2021",11,"6","@armyteamiid",10215
"3241","2021",11,"7","@bigbird",30848
"3242","2021",11,"7","@romeyrome7",13099
"3243","2021",11,"7","@lizwheeler",9224
"3244","2021",11,"7","@michaelpsenger",7923
"3245","2021",11,"7","@francisnyc",7413
"3246","2021",11,"8","@yingmed",20092
"3247","2021",11,"8","@chuckcallesto",16206
"3248","2021",11,"8","@disclosetv",14012
"3249","2021",11,"8","@pedsgeekmd",11887
"3250","2021",11,"8","@bigbird",11422
"3251","2021",11,"9","@rwmalonemd",25836
"3252","2021",11,"9","@disclosetv",14237
"3253","2021",11,"9","@chuckcallesto",12371
"3254","2021",11,"9","@occupydemocrats",11952
"3255","2021",11,"9","@electionwiz",9776
"3256","2021",11,"10","@rwmalonemd",29468
"3257","2021",11,"10","@csimmsqb",16226
"3258","2021",11,"10","@johnathanperk",9234
"3259","2021",11,"10","@jackjohnsoniv7",8810
"3260","2021",11,"10","@aslavitt",8631
"3261","2021",11,"11","@rwmalonemd",27190
"3262","2021",11,"11","@jnyjinjin",22742
"3263","2021",11,"11","@chuckcallesto",8417
"3264","2021",11,"11","@campbellclaret",8281
"3265","2021",11,"11","@peterhotez",8027
"3266","2021",11,"12","@jnyjinjin",43710
"3267","2021",11,"12","@samiam2021md",27035
"3268","2021",11,"12","@michaelpsenger",24863
"3269","2021",11,"12","@repthomasmassie",18221
"3270","2021",11,"12","@isabellafv",16219
"3271","2021",11,"13","@samiam2021md",83847
"3272","2021",11,"13","@drericding",22959
"3273","2021",11,"13","@rwmalonemd",20910
"3274","2021",11,"13","@disclosetv",13794
"3275","2021",11,"13","@drelidavid",9083
"3276","2021",11,"14","@rwmalonemd",23043
