"","date","county","state","cases","deaths","Tweet_count"
"54","2020-02-02","philadelphia","pennsylvania",0,0,1
"55","2020-02-02","sanjuan","puerto rico",0,0,1
"56","2020-02-02","rutherford","tennessee",0,0,1
"57","2020-02-02","montgomery","texas",0,0,1
"58","2020-02-02","tarrant","texas",0,0,1
"59","2020-02-02","alexandria","virginia",0,0,1
"60","2020-02-02","fairfax","virginia",0,0,1
"61","2020-02-02","loudoun","virginia",0,0,1
"62","2020-02-02","lynchburg","virginia",0,0,1
"63","2020-02-02","washington","virginia",0,0,1
"64","2020-02-02","snohomish","washington",1,0,0
"65","2020-02-03","maricopa","arizona",1,0,0
"66","2020-02-03","losangeles","california",1,0,2
"67","2020-02-03","orange","california",1,0,0
"68","2020-02-03","riverside","california",0,0,5
"69","2020-02-03","sandiego","california",0,0,2
"70","2020-02-03","sanfrancisco","california",2,0,12
"71","2020-02-03","santaclara","california",2,0,1
"72","2020-02-03","districtof columbia","district of columbia",0,0,1
"73","2020-02-03","clay","florida",0,0,1
"74","2020-02-03","dekalb","georgia",0,0,1
"75","2020-02-03","cook","illinois",2,0,0
"76","2020-02-03","story","iowa",0,0,1
"77","2020-02-03","scott","kentucky",0,0,1
"78","2020-02-03","middlesex","massachusetts",0,0,1
"79","2020-02-03","suffolk","massachusetts",1,0,1
"80","2020-02-03","clark","nevada",0,0,1
"81","2020-02-03","atlantic","new jersey",0,0,1
"82","2020-02-03","sussex","new jersey",0,0,1
"83","2020-02-03","newyork","new york",0,0,15
"84","2020-02-03","onondaga","new york",0,0,1
"85","2020-02-03","multnomah","oregon",0,0,1
"86","2020-02-03","lehigh","pennsylvania",0,0,1
"87","2020-02-03","harris","texas",0,0,1
"88","2020-02-03","snohomish","washington",1,0,0
"89","2020-02-04","maricopa","arizona",1,0,0
"90","2020-02-04","pinal","arizona",0,0,1
"91","2020-02-04","benton","arkansas",0,0,1
"92","2020-02-04","losangeles","california",1,0,7
"93","2020-02-04","orange","california",1,0,3
"94","2020-02-04","riverside","california",0,0,6
"95","2020-02-04","sandiego","california",0,0,1
"96","2020-02-04","sanfrancisco","california",2,0,8
"97","2020-02-04","sanmateo","california",0,0,1
"98","2020-02-04","santaclara","california",2,0,1
"99","2020-02-04","solano","california",0,0,1
"100","2020-02-04","ventura","california",0,0,1
"101","2020-02-04","yolo","california",0,0,1
"102","2020-02-04","denver","colorado",0,0,1
"103","2020-02-04","broward","florida",0,0,1
"104","2020-02-04","chatham","georgia",0,0,1
"105","2020-02-04","clark","idaho",0,0,1
"106","2020-02-04","cook","illinois",2,0,3
"107","2020-02-04","marion","indiana",0,0,1
"108","2020-02-04","blackhawk","iowa",0,0,1
"109","2020-02-04","montgomery","maryland",0,0,1
"110","2020-02-04","suffolk","massachusetts",1,0,1
"111","2020-02-04","saintclair","michigan",0,0,1
"112","2020-02-04","oktibbeha","mississippi",0,0,1
"113","2020-02-04","saintlouis","missouri",0,0,1
"114","2020-02-04","flathead","montana",0,0,1
"115","2020-02-04","clark","nevada",0,0,1
"116","2020-02-04","nye","nevada",0,0,3
"117","2020-02-04","mercer","new jersey",0,0,1
"118","2020-02-04","bernalillo","new mexico",0,0,1
"119","2020-02-04","lincoln","new mexico",0,0,1
"120","2020-02-04","albany","new york",0,0,1
"121","2020-02-04","newyork","new york",0,0,10
"122","2020-02-04","mecklenburg","north carolina",0,0,1
"123","2020-02-04","rowan","north carolina",0,0,1
"124","2020-02-04","multnomah","oregon",0,0,1
"125","2020-02-04","dallas","texas",0,0,1
"126","2020-02-04","snohomish","washington",1,0,0
"127","2020-02-05","maricopa","arizona",1,0,0
"128","2020-02-05","calfire san diego unit","california",0,0,1
"129","2020-02-05","losangeles","california",1,0,3
"130","2020-02-05","orange","california",1,0,1
"131","2020-02-05","riverside","california",0,0,9
"132","2020-02-05","sanfrancisco","california",2,0,13
"133","2020-02-05","santaclara","california",2,0,0
"134","2020-02-05","districtof columbia","district of columbia",0,0,3
"135","2020-02-05","miamidade","florida",0,0,1
"136","2020-02-05","orange","florida",0,0,1
"137","2020-02-05","pinellas","florida",0,0,1
"138","2020-02-05","seminole","florida",0,0,1
"139","2020-02-05","lemhi","idaho",0,0,1
"140","2020-02-05","cook","illinois",2,0,0
"141","2020-02-05","pottawattamie","iowa",0,0,1
"142","2020-02-05","suffolk","massachusetts",1,0,0
"143","2020-02-05","essex","new jersey",0,0,2
"144","2020-02-05","ocean","new jersey",0,0,1
"145","2020-02-05","lincoln","new mexico",0,0,1
"146","2020-02-05","albany","new york",0,0,1
"147","2020-02-05","newyork","new york",0,0,11
"148","2020-02-05","suffolk","new york",0,0,1
"149","2020-02-05","henry","ohio",0,0,1
"150","2020-02-05","lane","oregon",0,0,1
"151","2020-02-05","lackawanna","pennsylvania",0,0,1
"152","2020-02-05","dallas","texas",0,0,1
"153","2020-02-05","summit","utah",0,0,1
"154","2020-02-05","snohomish","washington",1,0,0
"155","2020-02-05","dane","wisconsin",1,0,0
"156","2020-02-06","maricopa","arizona",1,0,1
"157","2020-02-06","pima","arizona",0,0,1
"158","2020-02-06","losangeles","california",1,0,2
"159","2020-02-06","orange","california",1,0,1
"160","2020-02-06","riverside","california",0,0,5
"161","2020-02-06","sanfrancisco","california",2,0,7
"162","2020-02-06","sanmateo","california",0,0,2
"163","2020-02-06","santaclara","california",2,0,3
"164","2020-02-06","districtof columbia","district of columbia",0,0,2
"165","2020-02-06","collier","florida",0,0,1
"166","2020-02-06","escambia","florida",0,0,1
"167","2020-02-06","orange","florida",0,0,1
"168","2020-02-06","pasco","florida",0,0,1
"169","2020-02-06","fulton","georgia",0,0,1
"170","2020-02-06","bonneville","idaho",0,0,1
"171","2020-02-06","cook","illinois",2,0,0
"172","2020-02-06","lake","indiana",0,0,1
"173","2020-02-06","eastbaton rouge parish","louisiana",0,0,1
"174","2020-02-06","kennebec","maine",0,0,1
"175","2020-02-06","suffolk","massachusetts",1,0,0
"176","2020-02-06","wayne","michigan",0,0,1
"177","2020-02-06","olmsted","minnesota",0,0,1
"178","2020-02-06","grenada","mississippi",0,0,1
"179","2020-02-06","gallatin","montana",0,0,1
"180","2020-02-06","clark","nevada",0,0,1
"181","2020-02-06","camden","new jersey",0,0,1
"182","2020-02-06","nassau","new york",0,0,2
"183","2020-02-06","newyork","new york",0,0,7
"184","2020-02-06","suffolk","new york",0,0,1
"185","2020-02-06","cumberland","north carolina",0,0,3
"186","2020-02-06","stark","ohio",0,0,1
"187","2020-02-06","multnomah","oregon",0,0,3
"188","2020-02-06","sevier","tennessee",0,0,1
"189","2020-02-06","alexandria","virginia",0,0,1
"190","2020-02-06","snohomish","washington",1,0,0
"191","2020-02-06","dane","wisconsin",1,0,0
"192","2020-02-07","maricopa","arizona",1,0,0
"193","2020-02-07","losangeles","california",1,0,6
"194","2020-02-07","orange","california",1,0,0
"195","2020-02-07","riverside","california",0,0,4
"196","2020-02-07","sanfrancisco","california",2,0,13
"197","2020-02-07","santaclara","california",2,0,0
"198","2020-02-07","yolo","california",0,0,1
"199","2020-02-07","districtof columbia","district of columbia",0,0,1
"200","2020-02-07","broward","florida",0,0,1
"201","2020-02-07","hillsborough","florida",0,0,1
"202","2020-02-07","miamidade","florida",0,0,1
"203","2020-02-07","seminole","florida",0,0,1
"204","2020-02-07","glynn","georgia",0,0,1
"205","2020-02-07","honolulu","hawaii",0,0,2
"206","2020-02-07","cook","illinois",2,0,0
"207","2020-02-07","baltimore","maryland",0,0,1
"208","2020-02-07","suffolk","massachusetts",1,0,0
"209","2020-02-07","clark","nevada",0,0,1
"210","2020-02-07","washoe","nevada",0,0,1
"211","2020-02-07","essex","new jersey",0,0,1
"212","2020-02-07","newyork","new york",0,0,8
"213","2020-02-07","licking","ohio",0,0,1
"214","2020-02-07","multnomah","oregon",0,0,1
"215","2020-02-07","travis","texas",0,0,1
"216","2020-02-07","williamson","texas",0,0,1
"217","2020-02-07","loudoun","virginia",0,0,1
"218","2020-02-07","norfolk","virginia",0,0,1
"219","2020-02-07","richmond","virginia",0,0,1
"220","2020-02-07","snohomish","washington",1,0,0
"221","2020-02-07","dane","wisconsin",1,0,0
"222","2020-02-08","maricopa","arizona",1,0,1
"223","2020-02-08","losangeles","california",1,0,2
"224","2020-02-08","nevada","california",0,0,1
"225","2020-02-08","orange","california",1,0,1
"226","2020-02-08","riverside","california",0,0,7
"227","2020-02-08","sanfrancisco","california",2,0,7
"228","2020-02-08","santaclara","california",2,0,2
"229","2020-02-08","districtof columbia","district of columbia",0,0,1
"230","2020-02-08","hillsborough","florida",0,0,1
"231","2020-02-08","miamidade","florida",0,0,2
"232","2020-02-08","orange","florida",0,0,1
"233","2020-02-08","pinellas","florida",0,0,1
"234","2020-02-08","bonneville","idaho",0,0,1
"235","2020-02-08","cook","illinois",2,0,0
"236","2020-02-08","dupage","illinois",0,0,1
"237","2020-02-08","wichita","kansas",0,0,1
"238","2020-02-08","middlesex","massachusetts",0,0,1
"239","2020-02-08","plymouth","massachusetts",0,0,1
"240","2020-02-08","suffolk","massachusetts",1,0,0
"241","2020-02-08","olmsted","minnesota",0,0,1
"242","2020-02-08","grenada","mississippi",0,0,2
"243","2020-02-08","hinds","mississippi",0,0,1
"244","2020-02-08","jackson","missouri",0,0,1
"245","2020-02-08","clark","nevada",0,0,1
"246","2020-02-08","newyork","new york",0,0,6
"247","2020-02-08","seneca","new york",0,0,1
"248","2020-02-08","halifax","north carolina",0,0,1
"249","2020-02-08","wake","north carolina",0,0,2
"250","2020-02-08","summit","ohio",0,0,1
"251","2020-02-08","multnomah","oregon",0,0,1
"252","2020-02-08","lehigh","pennsylvania",0,0,1
"253","2020-02-08","luzerne","pennsylvania",0,0,1
"254","2020-02-08","bexar","texas",0,0,2
"255","2020-02-08","rockwall","texas",0,0,1
"256","2020-02-08","king","washington",0,0,1
"257","2020-02-08","pierce","washington",0,0,1
"258","2020-02-08","snohomish","washington",1,0,0
"259","2020-02-08","thurston","washington",0,0,1
"260","2020-02-08","dane","wisconsin",1,0,0
"261","2020-02-09","maricopa","arizona",1,0,0
"262","2020-02-09","inyo","california",0,0,2
"263","2020-02-09","losangeles","california",1,0,1
"264","2020-02-09","marin","california",0,0,2
"265","2020-02-09","monterey","california",0,0,1
"266","2020-02-09","orange","california",1,0,2
"267","2020-02-09","riverside","california",0,0,3
"268","2020-02-09","sacramento","california",0,0,1
"269","2020-02-09","sanbernardino","california",0,0,1
"270","2020-02-09","sanfrancisco","california",2,0,7
"271","2020-02-09","santaclara","california",2,0,1
"272","2020-02-09","park","colorado",0,0,1
"273","2020-02-09","hillsborough","florida",0,0,2
"274","2020-02-09","miamidade","florida",0,0,1
"275","2020-02-09","palmbeach","florida",0,0,1
"276","2020-02-09","clayton","georgia",0,0,1
"277","2020-02-09","dekalb","georgia",0,0,1
"278","2020-02-09","fulton","georgia",0,0,2
"279","2020-02-09","cook","illinois",2,0,1
"280","2020-02-09","suffolk","massachusetts",1,0,0
"281","2020-02-09","genesee","michigan",0,0,1
"282","2020-02-09","olmsted","minnesota",0,0,1
"283","2020-02-09","coös","new hampshire",0,0,1
"284","2020-02-09","nassau","new york",0,0,1
"285","2020-02-09","newyork","new york",0,0,8
"286","2020-02-09","luzerne","pennsylvania",0,0,1
"287","2020-02-09","providence","rhode island",0,0,1
"288","2020-02-09","snohomish","washington",1,0,0
"289","2020-02-09","dane","wisconsin",1,0,0
"290","2020-02-10","maricopa","arizona",1,0,0
"291","2020-02-10","losangeles","california",1,0,8
"292","2020-02-10","orange","california",1,0,1
"293","2020-02-10","riverside","california",0,0,11
"294","2020-02-10","sandiego","california",1,0,0
"295","2020-02-10","sanfrancisco","california",2,0,3
"296","2020-02-10","santaclara","california",2,0,1
"297","2020-02-10","miamidade","florida",0,0,1
"298","2020-02-10","orange","florida",0,0,1
"299","2020-02-10","honolulu","hawaii",0,0,3
"300","2020-02-10","cook","illinois",2,0,2
"301","2020-02-10","baltimore","maryland",0,0,1
"302","2020-02-10","montgomery","maryland",0,0,2
"303","2020-02-10","suffolk","massachusetts",1,0,0
"304","2020-02-10","gallatin","montana",0,0,1
"305","2020-02-10","newyork","new york",0,0,7
"306","2020-02-10","suffolk","new york",0,0,1
"307","2020-02-10","multnomah","oregon",0,0,1
"308","2020-02-10","lehigh","pennsylvania",0,0,1
"309","2020-02-10","sumner","tennessee",0,0,1
"310","2020-02-10","king","washington",0,0,1
"311","2020-02-10","snohomish","washington",1,0,0
"312","2020-02-10","dane","wisconsin",1,0,0
"313","2020-02-11","maricopa","arizona",1,0,0
"314","2020-02-11","alameda","california",0,0,2
"315","2020-02-11","inyo","california",0,0,2
"316","2020-02-11","losangeles","california",1,0,7
"317","2020-02-11","orange","california",1,0,1
"318","2020-02-11","riverside","california",0,0,8
"319","2020-02-11","sandiego","california",1,0,0
"320","2020-02-11","sanfrancisco","california",2,0,11
"321","2020-02-11","sanmateo","california",0,0,2
"322","2020-02-11","santaclara","california",2,0,1
"323","2020-02-11","orange","florida",0,0,2
"324","2020-02-11","pinellas","florida",0,0,1
"325","2020-02-11","cook","illinois",2,0,0
"326","2020-02-11","hardin","kentucky",0,0,1
"327","2020-02-11","essex","massachusetts",0,0,1
"328","2020-02-11","suffolk","massachusetts",1,0,1
"329","2020-02-11","grafton","new hampshire",0,0,1
"330","2020-02-11","merrimack","new hampshire",0,0,1
"331","2020-02-11","lincoln","new mexico",0,0,1
"332","2020-02-11","erie","new york",0,0,2
"333","2020-02-11","nassau","new york",0,0,1
"334","2020-02-11","newyork","new york",0,0,5
"335","2020-02-11","cuyahoga","ohio",0,0,1
"336","2020-02-11","tulsa","oklahoma",0,0,1
"337","2020-02-11","multnomah","oregon",0,0,1
"338","2020-02-11","allegheny","pennsylvania",0,0,1
"339","2020-02-11","lackawanna","pennsylvania",0,0,1
"340","2020-02-11","harris","texas",0,0,1
"341","2020-02-11","jefferson","texas",0,0,1
"342","2020-02-11","king","washington",0,0,1
"343","2020-02-11","snohomish","washington",1,0,0
"344","2020-02-11","dane","wisconsin",1,0,0
"345","2020-02-12","maricopa","arizona",1,0,0
"346","2020-02-12","losangeles","california",1,0,3
"347","2020-02-12","orange","california",1,0,0
"348","2020-02-12","riverside","california",0,0,8
"349","2020-02-12","sandiego","california",1,0,0
"350","2020-02-12","sanfrancisco","california",2,0,15
"351","2020-02-12","santaclara","california",2,0,0
"352","2020-02-12","denver","colorado",0,0,2
"353","2020-02-12","park","colorado",0,0,1
"354","2020-02-12","bay","florida",0,0,1
"355","2020-02-12","lee","florida",0,0,1
"356","2020-02-12","burke","georgia",0,0,1
"357","2020-02-12","fulton","georgia",0,0,1
"358","2020-02-12","cook","illinois",2,0,0
"359","2020-02-12","suffolk","massachusetts",1,0,0
"360","2020-02-12","herkimer","new york",0,0,1
"361","2020-02-12","nassau","new york",0,0,4
"362","2020-02-12","newyork","new york",0,0,4
"363","2020-02-12","newhanover","north carolina",0,0,1
"364","2020-02-12","multnomah","oregon",0,0,2
"365","2020-02-12","maury","tennessee",0,0,1
"366","2020-02-12","shelby","tennessee",0,0,1
"367","2020-02-12","bexar","texas",1,0,1
"368","2020-02-12","elpaso","texas",0,0,1
"369","2020-02-12","utah","utah",0,0,1
"370","2020-02-12","snohomish","washington",1,0,0
"371","2020-02-12","dane","wisconsin",1,0,0
"372","2020-02-12","sauk","wisconsin",0,0,1
"373","2020-02-13","maricopa","arizona",1,0,0
"374","2020-02-13","contracosta","california",0,0,1
"375","2020-02-13","fresno","california",0,0,1
"376","2020-02-13","inyo","california",0,0,2
"377","2020-02-13","losangeles","california",1,0,3
"378","2020-02-13","marin","california",0,0,1
"379","2020-02-13","orange","california",1,0,2
"380","2020-02-13","riverside","california",0,0,4
"381","2020-02-13","sandiego","california",1,0,0
"382","2020-02-13","sanfrancisco","california",2,0,9
"383","2020-02-13","santaclara","california",2,0,1
"384","2020-02-13","weld","colorado",0,0,1
"385","2020-02-13","broward","florida",0,0,1
"386","2020-02-13","miamidade","florida",0,0,1
"387","2020-02-13","osceola","florida",0,0,1
"388","2020-02-13","dekalb","georgia",0,0,1
"389","2020-02-13","fulton","georgia",0,0,1
"390","2020-02-13","cook","illinois",2,0,1
"391","2020-02-13","montgomery","maryland",0,0,1
"392","2020-02-13","hampden","massachusetts",0,0,1
"393","2020-02-13","suffolk","massachusetts",1,0,0
"394","2020-02-13","stlouis","missouri",0,0,1
"395","2020-02-13","kearney","nebraska",0,0,1
"396","2020-02-13","clark","nevada",0,0,1
"397","2020-02-13","newyork","new york",0,0,10
"398","2020-02-13","oneida","new york",0,0,1
"399","2020-02-13","forsyth","north carolina",0,0,1
"400","2020-02-13","union","ohio",0,0,1
"401","2020-02-13","multnomah","oregon",0,0,1
"402","2020-02-13","washington","oregon",0,0,1
"403","2020-02-13","lackawanna","pennsylvania",0,0,1
"404","2020-02-13","shelby","tennessee",0,0,1
"405","2020-02-13","bexar","texas",2,0,0
"406","2020-02-13","brazoria","texas",0,0,1
"407","2020-02-13","harris","texas",0,0,3
"408","2020-02-13","cache","utah",0,0,1
"409","2020-02-13","snohomish","washington",1,0,0
"410","2020-02-13","dane","wisconsin",1,0,0
"411","2020-02-14","maricopa","arizona",1,0,0
"412","2020-02-14","alameda","california",0,0,1
"413","2020-02-14","losangeles","california",1,0,6
"414","2020-02-14","orange","california",1,0,0
"415","2020-02-14","riverside","california",0,0,12
"416","2020-02-14","sanbernardino","california",0,0,1
"417","2020-02-14","sandiego","california",1,0,1
"418","2020-02-14","sanfrancisco","california",2,0,3
"419","2020-02-14","sanjoaquin","california",0,0,1
"420","2020-02-14","santaclara","california",2,0,2
"421","2020-02-14","park","colorado",0,0,1
"422","2020-02-14","newcastle","delaware",0,0,1
"423","2020-02-14","districtof columbia","district of columbia",0,0,1
"424","2020-02-14","hillsborough","florida",0,0,1
"425","2020-02-14","leon","florida",0,0,1
"426","2020-02-14","orange","florida",0,0,2
"427","2020-02-14","saintjohns","florida",0,0,1
"428","2020-02-14","dekalb","georgia",0,0,1
"429","2020-02-14","ada","idaho",0,0,1
"430","2020-02-14","cook","illinois",2,0,3
"431","2020-02-14","johnson","indiana",0,0,1
"432","2020-02-14","princegeorges","maryland",0,0,1
"433","2020-02-14","suffolk","massachusetts",1,0,0
"434","2020-02-14","polk","minnesota",0,0,1
"435","2020-02-14","washington","minnesota",0,0,1
"436","2020-02-14","grenada","mississippi",0,0,1
"437","2020-02-14","harrison","mississippi",0,0,1
"438","2020-02-14","union","new jersey",0,0,1
"439","2020-02-14","erie","new york",0,0,1
"440","2020-02-14","newyork","new york",0,0,5
"441","2020-02-14","oneida","new york",0,0,1
"442","2020-02-14","montgomery","north carolina",0,0,1
"443","2020-02-14","clermont","ohio",0,0,1
"444","2020-02-14","hamilton","ohio",0,0,2
"445","2020-02-14","multnomah","oregon",0,0,3
"446","2020-02-14","lackawanna","pennsylvania",0,0,1
"447","2020-02-14","ponce","puerto rico",0,0,1
"448","2020-02-14","pickens","south carolina",0,0,1
"449","2020-02-14","shelby","tennessee",0,0,1
"450","2020-02-14","bexar","texas",2,0,0
"451","2020-02-14","brazos","texas",0,0,1
"452","2020-02-14","dallas","texas",0,0,1
"453","2020-02-14","harris","texas",0,0,1
"454","2020-02-14","tarrant","texas",0,0,1
"455","2020-02-14","williamson","texas",0,0,1
"456","2020-02-14","pierce","washington",0,0,1
"457","2020-02-14","snohomish","washington",1,0,0
"458","2020-02-14","dane","wisconsin",1,0,1
"459","2020-02-15","maricopa","arizona",1,0,5
"460","2020-02-15","pinal","arizona",0,0,1
"461","2020-02-15","losangeles","california",1,0,1
"462","2020-02-15","orange","california",1,0,1
"463","2020-02-15","riverside","california",0,0,7
"464","2020-02-15","sandiego","california",1,0,0
"465","2020-02-15","sanfrancisco","california",2,0,0
"466","2020-02-15","santaclara","california",2,0,0
"467","2020-02-15","ventura","california",0,0,1
"468","2020-02-15","brevard","florida",0,0,1
"469","2020-02-15","broward","florida",0,0,1
"470","2020-02-15","seminole","florida",0,0,1
"471","2020-02-15","gwinnett","georgia",0,0,1
"472","2020-02-15","honolulu","hawaii",0,0,2
"473","2020-02-15","cook","illinois",2,0,0
"474","2020-02-15","stmartin parish","louisiana",0,0,1
"475","2020-02-15","princegeorges","maryland",0,0,1
"476","2020-02-15","suffolk","massachusetts",1,0,1
"477","2020-02-15","saintlouis","minnesota",0,0,1
"478","2020-02-15","jackson","missouri",0,0,1
"479","2020-02-15","clark","nevada",0,0,1
"480","2020-02-15","santafe","new mexico",0,0,2
"481","2020-02-15","albany","new york",0,0,1
"482","2020-02-15","greene","new york",0,0,1
"483","2020-02-15","nassau","new york",0,0,4
"484","2020-02-15","newyork","new york",0,0,4
"485","2020-02-15","jackson","north carolina",0,0,1
"486","2020-02-15","multnomah","oregon",0,0,4
"487","2020-02-15","lackawanna","pennsylvania",0,0,2
"488","2020-02-15","bexar","texas",2,0,0
"489","2020-02-15","harris","texas",0,0,2
"490","2020-02-15","tarrant","texas",0,0,1
"491","2020-02-15","alexandria","virginia",0,0,1
"492","2020-02-15","fairfax","virginia",0,0,1
"493","2020-02-15","shenandoah","virginia",0,0,1
"494","2020-02-15","king","washington",0,0,1
"495","2020-02-15","snohomish","washington",1,0,0
"496","2020-02-15","dane","wisconsin",1,0,0
"497","2020-02-16","maricopa","arizona",1,0,2
"498","2020-02-16","inyo","california",0,0,2
"499","2020-02-16","losangeles","california",1,0,1
"500","2020-02-16","orange","california",1,0,2
"501","2020-02-16","riverside","california",0,0,10
"502","2020-02-16","sandiego","california",1,0,0
"503","2020-02-16","sanfrancisco","california",2,0,2
"504","2020-02-16","santaclara","california",2,0,1
"505","2020-02-16","miamidade","florida",0,0,2
"506","2020-02-16","orange","florida",0,0,1
"507","2020-02-16","cook","illinois",2,0,1
"508","2020-02-16","suffolk","massachusetts",1,0,0
"509","2020-02-16","hennepin","minnesota",0,0,2
"510","2020-02-16","lowndes","mississippi",0,0,1
"511","2020-02-16","saintcharles","missouri",0,0,1
"512","2020-02-16","greene","new york",0,0,1
"513","2020-02-16","newyork","new york",0,0,3
"514","2020-02-16","multnomah","oregon",0,0,1
"515","2020-02-16","allegheny","pennsylvania",0,0,1
"516","2020-02-16","montgomery","pennsylvania",0,0,1
"517","2020-02-16","westmoreland","pennsylvania",0,0,2
"518","2020-02-16","bexar","texas",2,0,0
"519","2020-02-16","brazoria","texas",0,0,1
"520","2020-02-16","travis","texas",0,0,1
"521","2020-02-16","snohomish","washington",1,0,0
"522","2020-02-16","mercer","west virginia",0,0,1
"523","2020-02-16","dane","wisconsin",1,0,0
"524","2020-02-16","sauk","wisconsin",0,0,1
"525","2020-02-16","campbell","wyoming",0,0,1
"526","2020-02-17","maricopa","arizona",1,0,0
"527","2020-02-17","alameda","california",0,0,1
"528","2020-02-17","losangeles","california",1,0,1
"529","2020-02-17","orange","california",1,0,2
"530","2020-02-17","riverside","california",0,0,7
"531","2020-02-17","sandiego","california",1,0,0
"532","2020-02-17","sanfrancisco","california",2,0,0
"533","2020-02-17","santaclara","california",2,0,0
"534","2020-02-17","santacruz","california",0,0,1
"535","2020-02-17","fairfield","connecticut",0,0,1
"536","2020-02-17","hillsborough","florida",0,0,1
"537","2020-02-17","pinellas","florida",0,0,1
"538","2020-02-17","cook","illinois",2,0,0
"539","2020-02-17","baltimore","maryland",0,0,1
"540","2020-02-17","suffolk","massachusetts",1,0,0
"541","2020-02-17","douglas","nebraska",10,0,1
"542","2020-02-17","ocean","new jersey",0,0,1
"543","2020-02-17","newyork","new york",0,0,10
"544","2020-02-17","newhanover","north carolina",0,0,1
"545","2020-02-17","multnomah","oregon",0,0,2
"546","2020-02-17","allegheny","pennsylvania",0,0,1
"547","2020-02-17","lackawanna","pennsylvania",0,0,2
"548","2020-02-17","philadelphia","pennsylvania",0,0,1
"549","2020-02-17","charleston","south carolina",0,0,1
"550","2020-02-17","bexar","texas",2,0,0
"551","2020-02-17","dallas","texas",0,0,1
"552","2020-02-17","harris","texas",0,0,1
"553","2020-02-17","travis","texas",0,0,1
"554","2020-02-17","snohomish","washington",1,0,0
"555","2020-02-17","dane","wisconsin",1,0,0
"556","2020-02-18","maricopa","arizona",1,0,3
"557","2020-02-18","losangeles","california",1,0,1
"558","2020-02-18","orange","california",1,0,1
"559","2020-02-18","riverside","california",0,0,8
"560","2020-02-18","sandiego","california",1,0,1
"561","2020-02-18","sanfrancisco","california",2,0,8
"562","2020-02-18","santaclara","california",2,0,0
"563","2020-02-18","adams","colorado",0,0,1
"564","2020-02-18","hartford","connecticut",0,0,1
"565","2020-02-18","broward","florida",0,0,2
"566","2020-02-18","polk","florida",0,0,1
"567","2020-02-18","honolulu","hawaii",0,0,2
"568","2020-02-18","cook","illinois",2,0,1
"569","2020-02-18","dupage","illinois",0,0,1
"570","2020-02-18","hardin","kentucky",0,0,1
"571","2020-02-18","suffolk","massachusetts",1,0,0
"572","2020-02-18","douglas","nebraska",10,0,0
"573","2020-02-18","hudson","new jersey",0,0,1
"574","2020-02-18","newyork","new york",0,0,4
"575","2020-02-18","cabarrus","north carolina",0,0,1
"576","2020-02-18","mecklenburg","north carolina",0,0,1
"577","2020-02-18","oklahoma","oklahoma",0,0,2
